ERS158628_H3K9me3,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K9me3,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
ERS758808_mRNA-Seq,Blueprint,EGAD00001002465,https://www.ebi.ac.uk/ega/datasets/EGAD00001002465,mRNA-Seq,Transcriptome,Myeloid cell,Bone Marrow
ERS257333_H3K4me3,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K4me3,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
ERS637274_mRNA-Seq,Blueprint,EGAD00001002323,https://www.ebi.ac.uk/ega/datasets/EGAD00001002323,mRNA-Seq,Transcriptome,Plasma cell,Bone Marrow
CEMT0150_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,CD4 Naive,Other
ERS317193_H3K9me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K9me3,Histone Modifications,inflammatory macrophage,Blood
ERS466413_H3K27me3,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27me3,Histone Modifications,venous blood,Other
ERS693841_H3K27me3,Blueprint,EGAD00001002340,https://www.ebi.ac.uk/ega/datasets/EGAD00001002340,H3K27me3,Histone Modifications,Myeloid cell,Bone Marrow
CEMT0007_mRNA-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,mRNA-Seq,Transcriptome,MCF10A,Cell Line
ERS631529_H3K4me3,Blueprint,EGAD00001002318,https://www.ebi.ac.uk/ega/datasets/EGAD00001002318,H3K4me3,Histone Modifications,neutrophilic myelocyte,Bone Marrow
ERS150368_H3K4me1,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K4me1,Histone Modifications,mature neutrophil,Blood
CEMT0033_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Large Intestine-Colon-Ascending (Right),Other
ERS158628_H3K27me3,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K27me3,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
CEMT0087_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Thyroid,Thyroid
ERS150365_mRNA-Seq,Blueprint,EGAD00001002433,https://www.ebi.ac.uk/ega/datasets/EGAD00001002433,mRNA-Seq,Transcriptome,megakaryocyte-erythroid progenitor cell,Blood
ERS723701_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,Myeloid cell,Bone Marrow
ERS206477_H3K36me3,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K36me3,Histone Modifications,mature neutrophil,Blood
CEMT0074_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,Brain-right temporal,Other
CEMT0187_mRNA-Seq,CEMT,,,mRNA-Seq,Transcriptome,Luminal cell,Other
ERS631536_H3K27me3,Blueprint,EGAD00001002470,https://www.ebi.ac.uk/ega/datasets/EGAD00001002470,H3K27me3,Histone Modifications,mature neutrophil,Blood
ERS222233_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,CD38-negative naive B cell,Blood
ERS433779_WGB-Seq,Blueprint,EGAD00001002460,https://www.ebi.ac.uk/ega/datasets/EGAD00001002460,WGB-Seq,Methylome,"CD4-positive, alpha-beta T cell",Blood
ERS164466_H3K36me3,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K36me3,Histone Modifications,mature neutrophil,Blood
CEMT0043_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,Thyroid,Thyroid
ERS150388_H3K4me1,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K4me1,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
ERS158628_Input,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,Input,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
CEMT0153_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,Naive CD4+ T Cells,Blood
CEMT0054_H3K27ac,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27ac,Histone Modifications,Large Intestine-Colon,Other
ERS206595_H3K27ac,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K27ac,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
CEMT0178_H3K27ac,CEMT,EGAD00001005060,https://www.ebi.ac.uk/ega/datasets/EGAD00001005060,H3K27ac,Histone Modifications,Luminal progenitor,Other
ERS728718_H3K27ac,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K27ac,Histone Modifications,naive B cell,Blood
ERS640349_H3K9me3,Blueprint,EGAD00001002435,https://www.ebi.ac.uk/ega/datasets/EGAD00001002435,H3K9me3,Histone Modifications,neutrophilic metamyelocyte,Bone Marrow
ERS1044776_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
MS001101_H3K9me3,McGill,EGAD00001001279,https://www.ebi.ac.uk/ega/datasets/EGAD00001001279,H3K9me3,Histone Modifications,CD4-positive helper T cell,Blood
CEMT0177_mRNA-Seq,CEMT,EGAD00001005060,https://www.ebi.ac.uk/ega/datasets/EGAD00001005060,mRNA-Seq,Transcriptome,Basal cells,Other
CEMT0044_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,Thyroid,Thyroid
Mono_PB_I53_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Monocyte from peripheral blood,Other
ERS663696_Input,Blueprint,EGAD00001002369,https://www.ebi.ac.uk/ega/datasets/EGAD00001002369,Input,Histone Modifications,"CD3-negative, CD4-positive, CD8-positive, double positive thymocyte",Thymus
ERS852679_H3K27ac,Blueprint,EGAD00001002397,https://www.ebi.ac.uk/ega/datasets/EGAD00001002397,H3K27ac,Histone Modifications,venous blood,Other
ERS206658_mRNA-Seq,Blueprint,EGAD00001002358,https://www.ebi.ac.uk/ega/datasets/EGAD00001002358,mRNA-Seq,Transcriptome,erythroblast,Blood
ERS392581_WGB-Seq,Blueprint,EGAD00001002392,https://www.ebi.ac.uk/ega/datasets/EGAD00001002392,WGB-Seq,Methylome,"CD4-positive, alpha-beta T cell",Blood
ERS257244_Input,Blueprint,EGAD00001002362,https://www.ebi.ac.uk/ega/datasets/EGAD00001002362,Input,Histone Modifications,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",Blood
MLP1_PB_I6_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Immature lymphoid progenitor 1 from peripheral blood,Other
CEMT0183_Input,CEMT,EGAD00001005335,https://www.ebi.ac.uk/ega/datasets/EGAD00001005335,Input,Histone Modifications,Luminal cell,Other
ERS255949_H3K36me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K36me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS699839_H3K4me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me3,Histone Modifications,Myeloid cell,Bone Marrow
CEMT0059_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Large Intestine-Colon-Rectosigmoid,Other
CEMT0150_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,CD4 Naive,Other
CEMT0057_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Large Intestine-Colon,Other
ERS534010_H3K27ac,Blueprint,EGAD00001002458,https://www.ebi.ac.uk/ega/datasets/EGAD00001002458,H3K27ac,Histone Modifications,macrophage,Blood
ERS852692_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS353040_H3K9me3,Blueprint,EGAD00001002524,https://www.ebi.ac.uk/ega/datasets/EGAD00001002524,H3K9me3,Histone Modifications,CD38-negative naive B cell,Blood
CEMT0136_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,B cells,Other
ERS1030044_H3K4me1,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K4me1,Histone Modifications,venous blood,Other
ERS693841_H3K27ac,Blueprint,EGAD00001002340,https://www.ebi.ac.uk/ega/datasets/EGAD00001002340,H3K27ac,Histone Modifications,Myeloid cell,Bone Marrow
ERS1077462_H3K4me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS222382_mRNA-Seq,Blueprint,EGAD00001002316,https://www.ebi.ac.uk/ega/datasets/EGAD00001002316,mRNA-Seq,Transcriptome,hematopoietic stem cell,Blood
ERS643202_H3K4me3,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K4me3,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
CEMT0134_H3K36me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K36me3,Histone Modifications,B cells,Other
ERS466416_H3K9me3,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K9me3,Histone Modifications,venous blood,Other
ERS852682_Input,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,Input,Histone Modifications,naive B cell,Blood
ERS462583_H3K27ac,Blueprint,EGAD00001002435,https://www.ebi.ac.uk/ega/datasets/EGAD00001002435,H3K27ac,Histone Modifications,neutrophilic metamyelocyte,Bone Marrow
ERS433778_WGB-Seq,Blueprint,EGAD00001002460,https://www.ebi.ac.uk/ega/datasets/EGAD00001002460,WGB-Seq,Methylome,"CD4-positive, alpha-beta T cell",Blood
ERS206391_Input,Blueprint,EGAD00001002283,https://www.ebi.ac.uk/ega/datasets/EGAD00001002283,Input,Histone Modifications,"effector memory CD8-positive, alpha-beta T cell",Blood
ERS886072_H3K27ac,Blueprint,EGAD00001002307,https://www.ebi.ac.uk/ega/datasets/EGAD00001002307,H3K27ac,Histone Modifications,lymph node,Other
ERS206595_H3K36me3,Blueprint,EGAD00001002463,https://www.ebi.ac.uk/ega/datasets/EGAD00001002463,H3K36me3,Histone Modifications,cytotoxic CD56-dim natural killer cell,Blood
ERS663694_H3K27ac,Blueprint,EGAD00001002445,https://www.ebi.ac.uk/ega/datasets/EGAD00001002445,H3K27ac,Histone Modifications,"CD3-positive, CD4-positive, CD8-positive, double positive thymocyte",Thymus
ERS353039_H3K9me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K9me3,Histone Modifications,Myeloid cell,Bone Marrow
MS001001_H3K36me3,McGill,,,H3K36me3,Histone Modifications,CD4-positive helper T cell,Blood
ERS753995_H3K4me1,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me1,Histone Modifications,Myeloid cell,Bone Marrow
ERS645271_H3K4me3,Blueprint,EGAD00001002390,https://www.ebi.ac.uk/ega/datasets/EGAD00001002390,H3K4me3,Histone Modifications,segmented neutrophil of bone marrow,Bone Marrow
ERS902474_H3K9me3,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K9me3,Histone Modifications,alternatively activated macrophage,Blood
ERS1044651_H3K36me3,Blueprint,EGAD00001002391,https://www.ebi.ac.uk/ega/datasets/EGAD00001002391,H3K36me3,Histone Modifications,osteoclast,Other
ERS715363_H3K9me3,Blueprint,EGAD00001002379,https://www.ebi.ac.uk/ega/datasets/EGAD00001002379,H3K9me3,Histone Modifications,Plasma cell,Bone Marrow
CEMT0061_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Large Intestine-Colon,Other
ERS699845_H3K4me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me3,Histone Modifications,peripheral blood mononuclear cell,Blood
ERS1138465_H3K9me3,Blueprint,EGAD00001002279,https://www.ebi.ac.uk/ega/datasets/EGAD00001002279,H3K9me3,Histone Modifications,monocyte,Blood
ERS164475_Input,Blueprint,EGAD00001002455,https://www.ebi.ac.uk/ega/datasets/EGAD00001002455,Input,Histone Modifications,"CD8-positive, alpha-beta T cell",Blood
CEMT0062_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Large Intestine-Colon-Ascending (Right),Other
ERS433798_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,endothelial cell of umbilical vein (proliferating),Blood
ERS150390_H3K4me1,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K4me1,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
ERS150369_H3K36me3,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K36me3,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
ERS358678_H3K36me3,Blueprint,EGAD00001002424,https://www.ebi.ac.uk/ega/datasets/EGAD00001002424,H3K36me3,Histone Modifications,endothelial cell of umbilical vein (proliferating),Blood
CEMT0075_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,Brain-Frontal Lobe-Left,Brain
MPP_CB_I26_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Multipotent progenitor from cord blood,Other
ERS1044785_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS257378_H3K36me3,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K36me3,Histone Modifications,alternatively activated macrophage,Blood
ERS886073_H3K4me3,Blueprint,EGAD00001002389,https://www.ebi.ac.uk/ega/datasets/EGAD00001002389,H3K4me3,Histone Modifications,lymph node,Other
ERS1030045_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS1044008_H3K4me3,Blueprint,EGAD00001002408,https://www.ebi.ac.uk/ega/datasets/EGAD00001002408,H3K4me3,Histone Modifications,monocyte,Blood
ERS631536_Input,Blueprint,EGAD00001002470,https://www.ebi.ac.uk/ega/datasets/EGAD00001002470,Input,Histone Modifications,mature neutrophil,Blood
CEMT0066_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Large Intestine-Colon-Rectosigmoid,Other
ERS640351_H3K4me3,Blueprint,EGAD00001002390,https://www.ebi.ac.uk/ega/datasets/EGAD00001002390,H3K4me3,Histone Modifications,segmented neutrophil of bone marrow,Bone Marrow
ERS358691_H3K36me3,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K36me3,Histone Modifications,alternatively activated macrophage,Blood
ERS358644_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",Blood
ERS655113_Input,Blueprint,EGAD00001002340,https://www.ebi.ac.uk/ega/datasets/EGAD00001002340,Input,Histone Modifications,Myeloid cell,Bone Marrow
ERS1044031_H3K9me3,Blueprint,EGAD00001002415,https://www.ebi.ac.uk/ega/datasets/EGAD00001002415,H3K9me3,Histone Modifications,monocyte,Blood
ERS1044793_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS150363_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,"CD14-positive, CD16-negative classical monocyte",Blood
ERS663727_H3K27me3,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K27me3,Histone Modifications,naive B cell,Blood
ERS1044027_H3K27me3,Blueprint,EGAD00001002517,https://www.ebi.ac.uk/ega/datasets/EGAD00001002517,H3K27me3,Histone Modifications,monocyte,Blood
CEMT0005_H3K36me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K36me3,Histone Modifications,B cells,Other
ERS661047_WGB-Seq,Blueprint,EGAD00001002331,https://www.ebi.ac.uk/ega/datasets/EGAD00001002331,WGB-Seq,Methylome,neutrophilic myelocyte,Bone Marrow
ERS1030057_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
CEMT0094_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,B cells,Other
ERS715363_H3K4me3,Blueprint,EGAD00001002379,https://www.ebi.ac.uk/ega/datasets/EGAD00001002379,H3K4me3,Histone Modifications,Plasma cell,Bone Marrow
ERS142888_mRNA-Seq,Blueprint,EGAD00001002433,https://www.ebi.ac.uk/ega/datasets/EGAD00001002433,mRNA-Seq,Transcriptome,megakaryocyte-erythroid progenitor cell,Blood
ERS699846_H3K4me1,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me1,Histone Modifications,Myeloid cell,Bone Marrow
ERS222313_H3K9me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K9me3,Histone Modifications,inflammatory macrophage,Blood
ERS1044652_H3K4me3,Blueprint,EGAD00001002391,https://www.ebi.ac.uk/ega/datasets/EGAD00001002391,H3K4me3,Histone Modifications,osteoclast,Other
ERS164475_H3K27ac,Blueprint,EGAD00001002455,https://www.ebi.ac.uk/ega/datasets/EGAD00001002455,H3K27ac,Histone Modifications,"CD8-positive, alpha-beta T cell",Blood
ERS358678_H3K9me3,Blueprint,EGAD00001002424,https://www.ebi.ac.uk/ega/datasets/EGAD00001002424,H3K9me3,Histone Modifications,endothelial cell of umbilical vein (proliferating),Blood
ERS626058_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,mature neutrophil,Blood
ERS214683_mRNA-Seq,Blueprint,EGAD00001002489,https://www.ebi.ac.uk/ega/datasets/EGAD00001002489,mRNA-Seq,Transcriptome,common lymphoid progenitor,Blood
ERS886069_H3K4me1,Blueprint,EGAD00001002411,https://www.ebi.ac.uk/ega/datasets/EGAD00001002411,H3K4me1,Histone Modifications,venous blood,Other
ERS1044109_H3K9me3,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,H3K9me3,Histone Modifications,precursor B cell,Bone Marrow
ERS799677_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,unswitched memory B cell,Other
ERS763495_H3K4me3,Blueprint,EGAD00001002381,https://www.ebi.ac.uk/ega/datasets/EGAD00001002381,H3K4me3,Histone Modifications,mesenchymal stem cell of the bone marrow,Blood
ERS626052_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,segmented neutrophil of bone marrow,Bone Marrow
ERS631533_H3K27me3,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K27me3,Histone Modifications,mature neutrophil,Blood
ERS222371_H3K4me1,Blueprint,EGAD00001002504,https://www.ebi.ac.uk/ega/datasets/EGAD00001002504,H3K4me1,Histone Modifications,macrophage,Blood
CEMT0032_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,Hematopoietic,Other
ERS1044021_H3K27ac,Blueprint,EGAD00001002517,https://www.ebi.ac.uk/ega/datasets/EGAD00001002517,H3K27ac,Histone Modifications,monocyte,Blood
ERS1044106_H3K4me3,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,H3K4me3,Histone Modifications,precursor B cell,Bone Marrow
ERS363827_mRNA-Seq,Blueprint,ERX333837,http://www.ebi.ac.uk/ena/data/view/ERX333837,mRNA-Seq,Transcriptome,BL-2,Other
CEMT0023_H3K27ac,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27ac,Histone Modifications,Brain,Brain
CEMT0037_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Luminal cells-mature,Other
CEMT0129_H3K4me1,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me1,Histone Modifications,B cells,Other
CEMT0079_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Brain-Frontal Lobe-Right,Brain
ERS699840_H3K4me1,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me1,Histone Modifications,peripheral blood mononuclear cell,Blood
ERS227673_H3K36me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K36me3,Histone Modifications,inflammatory macrophage,Blood
ERS1044677_H3K4me3,Blueprint,EGAD00001002462,https://www.ebi.ac.uk/ega/datasets/EGAD00001002462,H3K4me3,Histone Modifications,mature conventional dendritic cell,Other
ERS466415_H3K4me3,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K4me3,Histone Modifications,venous blood,Other
ERS202663_H3K27ac,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K27ac,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
CEMT0043_mRNA-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,mRNA-Seq,Transcriptome,Thyroid,Thyroid
CEMT0062_H3K4me1,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me1,Histone Modifications,Large Intestine-Colon-Ascending (Right),Other
ERS206617_mRNA-Seq,Blueprint,EGAD00001002339,https://www.ebi.ac.uk/ega/datasets/EGAD00001002339,mRNA-Seq,Transcriptome,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",Blood
ERS1044117_H3K4me1,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,H3K4me1,Histone Modifications,precursor B cell,Bone Marrow
ERS1138464_H3K27ac,Blueprint,EGAD00001002279,https://www.ebi.ac.uk/ega/datasets/EGAD00001002279,H3K27ac,Histone Modifications,monocyte,Blood
ERS852681_H3K27ac,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K27ac,Histone Modifications,naive B cell,Blood
ERS255945_Input,Blueprint,EGAD00001002292,https://www.ebi.ac.uk/ega/datasets/EGAD00001002292,Input,Histone Modifications,Myeloid cell,Bone Marrow
ERS663727_H3K27ac,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K27ac,Histone Modifications,naive B cell,Blood
CEMT0036_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,Stromal cells,Other
CEMT0042_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Thyroid,Thyroid
CEMT0025_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,CD19+ cells (B lymphocytes),Blood
ERS954093_WGB-Seq,Blueprint,EGAD00001002521,https://www.ebi.ac.uk/ega/datasets/EGAD00001002521,WGB-Seq,Methylome,Plasma cell,Bone Marrow
ERS358696_H3K4me3,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K4me3,Histone Modifications,alternatively activated macrophage,Blood
CEMT0076_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Brain-Frontal Lobe-Left,Brain
ERS1030065_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS663697_H3K4me3,Blueprint,EGAD00001002369,https://www.ebi.ac.uk/ega/datasets/EGAD00001002369,H3K4me3,Histone Modifications,"CD3-negative, CD4-positive, CD8-positive, double positive thymocyte",Thymus
ERS655117_Input,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,Input,Histone Modifications,Myeloid cell,Bone Marrow
ERS164435_mRNA-Seq,Blueprint,EGAD00001002433,https://www.ebi.ac.uk/ega/datasets/EGAD00001002433,mRNA-Seq,Transcriptome,megakaryocyte-erythroid progenitor cell,Blood
ERS728715_Input,Blueprint,EGAD00001002411,https://www.ebi.ac.uk/ega/datasets/EGAD00001002411,Input,Histone Modifications,venous blood,Other
CEMT0051_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Large Intestine-Colon-Rectosigmoid,Other
ERS142892_mRNA-Seq,Blueprint,EGAD00001002433,https://www.ebi.ac.uk/ega/datasets/EGAD00001002433,mRNA-Seq,Transcriptome,megakaryocyte-erythroid progenitor cell,Blood
ERS985321_WGB-Seq,Blueprint,EGAD00001002440,https://www.ebi.ac.uk/ega/datasets/EGAD00001002440,WGB-Seq,Methylome,thymocyte,Other
HSC_CB_I29_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Hematopoietic stem cell from cord blood,Other
ERS1044001_H3K4me3,Blueprint,EGAD00001002376,https://www.ebi.ac.uk/ega/datasets/EGAD00001002376,H3K4me3,Histone Modifications,monocyte,Blood
ERS150413_H3K4me3,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K4me3,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
MS001001_H3K4me3,McGill,EGAD00001001279,https://www.ebi.ac.uk/ega/datasets/EGAD00001001279,H3K4me3,Histone Modifications,CD4-positive helper T cell,Blood
CEMT0045_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Thyroid,Thyroid
ERS953927_WGB-Seq,Blueprint,EGAD00001002396,https://www.ebi.ac.uk/ega/datasets/EGAD00001002396,WGB-Seq,Methylome,venous blood,Other
